CalYear,FinYear,TypeOfIncident,PropertyType,PropertyCategory,IsBariatric,SpecialServiceTypeCategory,SpecialServiceType,WardCode,WardName,BoroughCode,BoroughName,StnGroundName,Postcode,PumpCount,PumpMinutesRounded,Notional Cost (£)
2021,2021/22,Special Service,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05011219,BEXLEYHEATH,E09000004,BEXLEY,Bexley,DA7,1,60,352
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,No action (not false alarm),Service not required,E05013822,RAVENSBURY,E09000024,MERTON,Mitcham,CR4,1,60,364
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013675,BULLSMOOR,E09000010,ENFIELD,Enfield,EN1,2,156,946
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013713,TUFNELL PARK,E09000019,ISLINGTON,Holloway,N7,2,144,874
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Other rescue/release of persons,Rescue/Release of persons - Confined space - atmosphere not noxious ,E05011470,NEW ADDINGTON NORTH,E09000008,CROYDON,Addington,CR0,2,85,550
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,Unknown,Unknown,Unknown,Unknown,Surrey,TW20,1,60,388
2011,2010/11,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05013593,Hornsey,E09000014,Haringey,Hornsey,N8,1,72,312
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011108,NUNHEAD & QUEEN'S ROAD,E09000028,SOUTHWARK,New Cross,SE15,1,60,364
2021,2021/22,Special Service,Train station - platform (below ground) ,Non Residential,1,Assist other agencies,Assist ambulance with over weight person,E05013808,West End,E09000033,WESTMINSTER,Soho,W1D,1,60,352
2024,2024/25,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013769,THE WRYTHE,E09000029,SUTTON,Wallington,SM5,2,131,939
2024,2023/24,Special Service,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013712,TOLLINGTON,E09000019,ISLINGTON,Holloway,N19,2,129,834
2014,2013/14,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011255,Wanstead Village,E09000026,Redbridge,Leytonstone,E11,1,60,290
2021,2021/22,Special Service,House - single occupancy ,Dwelling,1,Effecting entry/exit,Effecting entry/exit - To medical case,E05011485,SOUTH NORWOOD,E09000008,CROYDON,Woodside,SE25,1,60,352
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013912,FOREST GATE SOUTH,E09000025,NEWHAM,Stratford,E7,1,60,364
2018,2018/19,Special Service,Hospital ,Non Residential,1,Assist other agencies,Assist ambulance with over weight person,E05011244,GOODMAYES,E09000026,REDBRIDGE,Ilford,IG3,1,84,466
2021,2021/22,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011468,FAIRFIELD,E09000008,CROYDON,Croydon,CR0,1,60,352
2024,2024/25,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013731,SYDENHAM,E09000023,LEWISHAM,Forest Hill,SE26,2,60,430
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05013989,BIGGIN HILL,E09000006,BROMLEY,Biggin Hill,TN16,2,64,388
2013,2013/14,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014010,Battersea Park,E09000032,Wandsworth,Battersea,SW11,1,60,290
2019,2019/20,Special Service,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Other condition,E05013566,Colham & Cowley,E09000017,HILLINGDON,Hillingdon,UB8,2,472,2667
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013679,EDMONTON GREEN,E09000010,ENFIELD,Edmonton,N9,1,60,364
2024,2023/24,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013593,HORNSEY,E09000014,HARINGEY,Hornsey,N8,1,60,388
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013708,LAYCOCK,E09000019,ISLINGTON,Islington,N1,1,60,388
2021,2021/22,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014056,Beam,E09000002,BARKING AND DAGENHAM,Dagenham,RM10,1,61,358
2014,2013/14,Special Service,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013889,Hale End & Highams Park South,E09000031,Waltham Forest,Woodford,IG8,1,60,290
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011483,SHIRLEY SOUTH,E09000008,CROYDON,Addington,CR0,2,71,431
2024,2024/25,Special Service,River/canal ,Outdoor,1,Effecting entry/exit,Effecting entry/exit - To able bodied person not in distress,E05014117,VAUXHALL,E09000022,LAMBETH,Lambeth,SW8,1,60,430
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013989,BIGGIN HILL,E09000006,BROMLEY,Biggin Hill,TN16,1,60,364
2023,2023/24,Special Service,Passenger plane ,Aircraft,1,Stand By,Stand by - Aircraft landing,E05013570,HEATHROW VILLAGES,E09000017,HILLINGDON,Heathrow,TW6,3,129,834
2012,2012/13,Special Service,Motorcycle ,Road Vehicle,1,Assist other agencies,Assist ambulance with over weight person,E05013648,West Finchley,E09000003,Barnet,Finchley,N3,1,122,529
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011482,SHIRLEY NORTH,E09000008,CROYDON,Woodside,CR0,1,60,388
2017,2017/18,Special Service,House - single occupancy ,Dwelling,1,Medical Incident - Co-responder,Medical Co-responder: Lift person,E05014027,Wandsworth Common,E09000032,WANDSWORTH,Tooting,SW18,1,62,339
2023,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013660,HAVERSTOCK,E09000007,CAMDEN,Kentish Town,NW5,2,160,971
2020,2020/21,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011235,BARKINGSIDE,E09000026,REDBRIDGE,Ilford,IG2,1,60,346
2016,2016/17,Special Service,House - single occupancy ,Dwelling,1,Medical Incident - Co-responder,Medical Co-responder: Lift person,E05009327,Mile End,E09000030,TOWER HAMLETS,Bethnal Green,E3,1,62,337
2019,2019/20,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013998,Hayes & Coney Hall,E09000006,BROMLEY,Addington,BR4,1,60,339
2021,2021/22,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Other rescue/release of persons,Rescue/Release of persons - From height,E05014090,Thamesmead Moorings,E09000011,GREENWICH,Plumstead,SE28,2,205,1203
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011222,CRAYFORD,E09000004,BEXLEY,Bexley,DA1,1,60,388
2016,2016/17,Special Service,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013732,Telegraph Hill,E09000023,LEWISHAM,New Cross,SE14,1,84,456
2024,2024/25,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013736,COLLEGE PARK & OLD OAK,E09000013,HAMMERSMITH AND FULHAM,North Kensington,W12,1,60,430
2021,2021/22,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011239,CLAYHALL,E09000026,REDBRIDGE,Ilford,IG4,1,111,651
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05009386,VICTORIA,E09000012,HACKNEY,Bethnal Green,E8,1,60,388
2015,2014/15,Special Service,House - single occupancy ,Dwelling,1,Other rescue/release of persons,Rescue/Release of person - Other action,E05011478,Sanderstead,E09000008,Croydon,Addington,CR2,1,60,295
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013798,LANCASTER GATE,E09000033,WESTMINSTER,Paddington,W2,2,97,588
2016,2015/16,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013980,Rush Green & Crowlands,E09000016,HAVERING,Dagenham,RM7,1,60,298
2024,2024/25,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013997,FARNBOROUGH & CROFTON,E09000006,BROMLEY,Orpington,BR6,1,60,430
2023,2023/24,Special Service,Other medical establishment (including surgery) ,Non Residential,1,Assist other agencies,Assist ambulance with over weight person,E05009333,SPITALFIELDS & BANGLATOWN,E09000030,TOWER HAMLETS,Whitechapel,E1,1,60,388
2024,2024/25,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011228,NORTHUMBERLAND HEATH,E09000004,BEXLEY,Erith,DA8,1,60,430
2020,2019/20,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014086,"Mottingham, Coldharbour & New Eltham",E09000011,GREENWICH,Eltham,SE9,1,60,339
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013572,HILLINGDON WEST,E09000017,HILLINGDON,Hillingdon,UB10,1,60,364
2023,2023/24,Special Service,Self contained Sheltered Housing ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014092,WOOLWICH ARSENAL,E09000011,GREENWICH,Plumstead,SE18,1,60,388
2021,2021/22,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013702,Clerkenwell,E09000019,ISLINGTON,Islington,EC1R,1,129,757
2024,2024/25,Special Service,Train station - platform (below ground) ,Non Residential,1,Assist other agencies,Assist ambulance with over weight person,E05013655,CAMDEN TOWN,E09000007,CAMDEN,Kentish Town,NW1,1,60,430
2012,2012/13,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assistance to other agencies,E05013678,Cockfosters,E09000010,Enfield,Southgate,N14,1,60,260
2015,2014/15,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014078,Eltham Park & Progress,E09000011,Greenwich,Eltham,SE9,1,102,502
2014,2014/15,Special Service,Other road vehicle,Road Vehicle,1,Assist other agencies,Assist ambulance with over weight person,E05013775,East Sheen,E09000027,Richmond upon Thames,Richmond,SW14,1,60,295
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013604,WHITE HART LANE,E09000014,HARINGEY,Tottenham,N17,1,60,364
2022,2021/22,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013759,Hackbridge,E09000029,SUTTON,Mitcham,CR4,1,71,417
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,No action (not false alarm),Service not required,E05013821,POLLARDS HILL,E09000024,MERTON,Norbury,CR4,1,60,388
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013822,RAVENSBURY,E09000024,MERTON,Mitcham,SM4,1,60,364
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,Unknown,Unknown,Unknown,Unknown,Essex,IG7,1,60,388
2022,2022/23,Special Service,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013665,KILBURN,E09000007,CAMDEN,West Hampstead,NW6,1,60,364
2018,2018/19,Special Service,Hospital ,Non Residential,1,Assist other agencies,Assist ambulance with over weight person,E05013762,St. Helier West,E09000029,SUTTON,Sutton,SM5,1,60,333
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013997,FARNBOROUGH & CROFTON,E09000006,BROMLEY,Orpington,BR6,1,67,433
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05013708,LAYCOCK,E09000019,ISLINGTON,Islington,N1,1,60,364
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013544,CENTENARY,E09000015,HARROW,Stanmore,HA7,1,60,364
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013989,BIGGIN HILL,E09000006,BROMLEY,Biggin Hill,TN16,1,60,388
2023,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013997,FARNBOROUGH & CROFTON,E09000006,BROMLEY,Orpington,BR6,1,60,364
2013,2013/14,Special Service,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013570,Heathrow Villages,E09000017,Hillingdon,Hayes,UB7,1,60,290
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013521,EALING COMMON,E09000009,EALING,Acton,W5,1,60,388
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014002,PENGE & CATOR,E09000006,BROMLEY,Beckenham,SE20,2,70,453
2024,2024/25,Special Service,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014112,STREATHAM COMMON & VALE,E09000022,LAMBETH,Norbury,SW16,2,60,430
2010,2010/11,Special Service,Nursing/Care Home/Hospice,Other Residential,1,Medical Incident,Medical incident - Lift person ,E05011234,Aldborough,E09000026,Redbridge,Ilford,IG2,2,106,459
2024,2024/25,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011469,KENLEY,E09000008,CROYDON,Purley,CR8,2,60,430
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013588,CROUCH END,E09000014,HARINGEY,Hornsey,N8,2,115,744
2015,2015/16,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013741,Hammersmith Broadway,E09000013,Hammersmith and Fulham,Hammersmith,W6,2,60,298
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014077,ELTHAM PAGE,E09000011,GREENWICH,Eltham,SE9,1,60,364
2012,2012/13,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011478,Sanderstead,E09000008,Croydon,Purley,CR2,1,60,260
2021,2021/22,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011482,SHIRLEY NORTH,E09000008,CROYDON,Woodside,CR0,1,60,352
2021,2021/22,Special Service,Self contained Sheltered Housing ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013690,Ridgeway,E09000010,ENFIELD,Enfield,EN2,1,60,352
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014106,KNIGHT'S HILL,E09000022,LAMBETH,West Norwood,SE27,1,60,364
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013782,KEW,E09000027,RICHMOND UPON THAMES,Richmond,TW9,1,60,364
2015,2015/16,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013726,Lee Green,E09000023,LEWISHAM,Lee Green,SE12,1,60,298
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013661,HIGHGATE,E09000007,CAMDEN,Kentish Town,NW5,1,60,364
